中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,15.67,实时单,高德H5,端内APP,正常单,2025/5/16 20:14:06,2025/5/16 20:23:06,中国电科第十一研究所(东区),华北光电公寓,北京市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,27.92,实时单,高德API,商户,正常单,2025/5/16 20:15:13,2025/5/16 20:56:32,洛阳龙门站地下停车场,(双瑞花园(西北门))洛阳市涧西区西苑路29号双瑞花园(上海市场地铁站A口步行200米),洛阳市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,72.08,实时单,高德H5,端内APP,正常单,2025/5/16 20:16:31,2025/5/16 20:51:31,长安汽车全球研发中心(2号门)西北侧,两江万励OneJasper·空中江景酒店,重庆市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,42,实时单,高德H5,端内APP,正常单,2025/5/16 20:17:28,2025/5/16 20:44:28,酒仙桥北路甲10号院202号楼北侧,马泉营三区62号楼,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,106.22,预约单,高德H5,端内APP,正常单,2025/5/17 8:10:00,2025/5/17 9:14:00,于家务回族乡小学,中国电科第十一研究所(东区),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,39,实时单,高德H5,端内APP,正常单,2025/5/16 20:19:55,2025/5/16 20:45:55,中国电科第十一研究所(东区),金泽家园C区(北门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,49.48,实时单,高德H5,端内APP,正常单,2025/5/16 20:20:27,2025/5/16 21:04:27,中国电科第十一研究所(东区),武圣东里小区4号楼,北京市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,43.04,实时单,高德API,商户,正常单,2025/5/16 20:21:30,2025/5/16 20:59:00,(洛阳龙门站-负一层北1区-网约车上车点)洛阳龙门站洛阳龙门站-负一层北1区-网约车上车点,(绿都青云赋(东门))洛阳市涧西区太行路与天山路交叉口南160米,洛阳市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,14.96,实时单,高德H5,端内APP,正常单,2025/5/16 20:24:41,2025/5/16 20:39:41,阿维塔中心(义乌北苑店),美居酒店(义乌国际商贸城店),金华市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,134.96,实时单,高德H5,端内APP,正常单,2025/5/16 20:25:01,2025/5/16 21:08:01,大兴机场-航站楼-1M夹层-P1停车楼01-10号上车点,平原里小区北区(北门),廊坊市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,85.91,实时单,高德H5,端内APP,正常单,2025/5/16 20:28:09,2025/5/16 21:13:09,中国电科第十一研究所(东区),玉林东里二区社区丙10号楼,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,310.79,预约单,高德H5,端内APP,正常单,2025/5/16 21:00:00,2025/5/16 22:23:00,T1航站楼-P1停车库1层-1区,安亭(地铁站),上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,35.97,实时单,高德H5,端内APP,正常单,2025/5/16 20:38:54,2025/5/16 20:54:54,T3-1F-网约车接机点(即停即走),双溪雅苑C区(北门),重庆市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,62.52,实时单,高德H5,端内APP,正常单,2025/5/16 20:40:09,2025/5/16 21:12:09,厦耐公司,颐香锦苑,北京市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,58.87,接送机,高德API,商户,正常单,2025/5/17 10:00:00,2025/5/17 10:29:12,(桔子酒店(三亚大东海店))榆亚路113号,(三亚凤凰国际机场-T2航站楼-国内出发)三亚市中西北部的羊栏镇凤凰村，机场咨询电话：0898-88289390。,三亚市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,39.44,实时单,高德H5,端内APP,正常单,2025/5/16 20:43:12,2025/5/16 21:05:12,酒仙桥北路甲10号院202号楼,安翔里社区(北1门),北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,39.29,实时单,高德H5,端内APP,正常单,2025/5/16 20:43:16,2025/5/16 21:09:16,寮步站(公交站),中惠悦湾花园(1号门),东莞市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,79,实时单,高德H5,端内APP,正常单,2025/5/16 20:44:12,2025/5/16 21:26:12,酒仙桥北路甲10号院202号楼,石榴园北里小区42号楼,北京市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,22.13,实时单,高德API,商户,正常单,2025/5/16 20:46:07,2025/5/16 21:12:26,(洛阳龙门站-负一层北1区-网约车上车点)洛阳龙门站洛阳龙门站-负一层北1区-网约车上车点,(银隆·开元名邸)富弼北街与洛宜路交叉口东南160米,洛阳市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,51.41,实时单,高德H5,端内APP,正常单,2025/5/16 20:46:57,2025/5/16 21:11:57,杭州西站-P2停车场-1层网约车上车区,万科·智谷,杭州市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,19.59,实时单,高德H5,端内APP,正常单,2025/5/16 20:47:06,2025/5/16 21:06:06,青创田园生活超市,山西潇河新城万达锦华酒店(潇河国际会议会展中心店),太原市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,122.82,实时单,高德H5,端内APP,正常单,2025/5/16 20:49:04,2025/5/16 21:34:04,T3空间(东门),中电科技(三河)精密制造有限责任公司,北京市
中国舰船研究院,中国船舶集团有限公司,105,实时单,高德API,商户,正常单,2025/5/16 20:55:07,2025/5/16 22:03:38,(苹果园果品(中华路店) 附近)中华路316号-3,上海虹桥国际机场-T2航站楼-南出发,上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,145.45,实时单,高德H5,端内APP,正常单,2025/5/16 20:55:59,2025/5/16 21:41:59,T1航站楼-P1停车库1层-3区,薛家宅小区,上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,21.63,实时单,高德H5,端内APP,正常单,2025/5/16 20:57:08,2025/5/16 21:11:08,中国电科第十一研究所(东区),卡布其诺123号楼,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,94.28,实时单,高德H5,端内APP,正常单,2025/5/16 20:58:43,2025/5/16 21:40:43,中国电科第十一研究所(东区),融景城,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,56.28,实时单,高德H5,端内APP,正常单,2025/5/16 20:59:20,2025/5/16 21:26:20,中电科光电科技有限公司,奥北中心南区,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,34.97,实时单,高德H5,端内APP,正常单,2025/5/16 20:59:34,2025/5/16 21:32:34,朱氏胖子烂火锅(解放碑步行街店),重庆光电园两江数字产业园亚朵酒店,重庆市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,38.39,实时单,高德H5,端内APP,正常单,2025/5/16 21:03:13,2025/5/16 21:22:13,中电科光电科技有限公司对面,中冶德贤御府,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,19.52,实时单,高德H5,端内APP,取消单,2025/5/16 21:05:44,2025/5/16 21:05:44,成都东站-东广场-龙之梦大酒店正门,锦城逸景D区,成都市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,20.96,实时单,高德H5,端内APP,正常单,2025/5/16 21:07:56,2025/5/16 21:19:56,成都龙之梦大酒店,锦城逸景D区,成都市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,40.52,实时单,高德H5,端内APP,正常单,2025/5/16 21:13:47,2025/5/16 21:40:47,北京798艺术区(4号门),望春园(东2门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,37.21,实时单,高德H5,端内APP,正常单,2025/5/16 21:14:16,2025/5/16 21:35:16,中国电科第十一研究所南侧对面,香江北岸白领家园A座,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,42.88,实时单,高德H5,端内APP,正常单,2025/5/16 21:18:34,2025/5/16 21:41:34,电子城·IT产业园(西1门)东南侧,朝新嘉园东里二区(北门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,62.12,实时单,高德H5,端内APP,正常单,2025/5/16 21:22:25,2025/5/16 21:49:25,中国电科第十一研究所南侧对面,永泰庄地铁站A西北口,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,75.51,实时单,高德H5,端内APP,正常单,2025/5/16 21:23:02,2025/5/16 22:09:02,酒仙桥北路甲10号院202号楼,云景西里南区38号楼,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,20.67,实时单,高德H5,端内APP,正常单,2025/5/16 21:23:08,2025/5/16 21:34:08,中国电科第十一研究所(东区),京旺家园四区(南门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,78.98,实时单,高德H5,端内APP,正常单,2025/5/16 21:28:18,2025/5/16 22:13:18,T3-停车场-负二层西侧-H07通道,和谐苑,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,17.71,实时单,高德H5,端内APP,正常单,2025/5/16 21:33:18,2025/5/16 21:50:18,封神榜影院足道,南昌龙鼎茶都解放东路亚朵酒店,南昌市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,18.58,实时单,高德H5,端内APP,正常单,2025/5/16 21:34:09,2025/5/16 21:44:09,万禾湘剁椒鱼头(北京798店),晶都国际(北2门),北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,40.99,实时单,高德H5,端内APP,正常单,2025/5/16 21:34:55,2025/5/16 22:01:55,T3-1F-网约车接机点(即停即走),金科·集美嘉悦森林海岸2号门(南门),重庆市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,31,实时单,高德H5,端内APP,正常单,2025/5/16 21:41:36,2025/5/16 21:55:36,酒仙桥北路甲10号院202号楼,金盏嘉园E区11号楼,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,103,实时单,高德H5,端内APP,正常单,2025/5/16 21:44:27,2025/5/16 22:37:27,中电科光电科技有限公司对面,招商中建顺义臻珑府(西门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,21.01,实时单,高德H5,端内APP,正常单,2025/5/16 21:44:55,2025/5/16 22:00:55,中电科光电科技有限公司对面,南湖中园一区(东门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,57.19,实时单,高德H5,端内APP,正常单,2025/5/16 21:45:35,2025/5/16 22:14:35,T3-停车场-负二层西侧-H07通道,华北光电公寓,北京市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,33.73,实时单,高德API,商户,正常单,2025/5/16 21:46:53,2025/5/16 22:42:20,(洛阳龙门站-负一层北1区-网约车上车点)洛阳龙门站洛阳龙门站-负一层北1区-网约车上车点,(运锋便利店(吕沟社区店))吕沟社区东南1门东70米,洛阳市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,0,实时单,高德H5,端内APP,取消单,2025/5/16 21:50:33,2025/5/16 21:50:33,上海海维斯特汽车工程有限公司(东南1门)东侧,全季酒店(上海虹梅南路店),上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,82.11,实时单,高德H5,端内APP,正常单,2025/5/16 21:50:56,2025/5/16 22:27:56,高顿教育(上海总部),上海携程美居酒店,上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,0,实时单,高德H5,端内APP,取消单,2025/5/16 21:52:55,2025/5/16 21:52:55,海维斯特,全季酒店(上海虹梅南路店),上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,61.44,实时单,高德H5,端内APP,正常单,2025/5/16 21:53:12,2025/5/16 22:21:12,中电建科技创新产业园(东南门),宏源公寓B座,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,71.1,实时单,高德H5,端内APP,正常单,2025/5/16 21:54:06,2025/5/16 22:47:06,高顿教育(上海总部),亚朵酒店(龙吟路店),上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,115.99,实时单,高德H5,端内APP,正常单,2025/5/16 21:57:32,2025/5/16 22:57:32,中国电科第十一研究所(东区),嘉城国际社区13号楼,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,38,实时单,高德H5,端内APP,正常单,2025/5/16 22:04:58,2025/5/16 22:26:58,丽怡酒店(上海火车站店),巨鹿路,上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,23.32,实时单,高德H5,端内APP,正常单,2025/5/16 22:08:33,2025/5/16 22:21:33,酒仙桥北路甲10号院202号楼,国兴·观湖国际北院(东2门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,71.61,实时单,高德H5,端内APP,正常单,2025/5/16 22:10:53,2025/5/16 22:49:53,中电科光电科技有限公司对面,富诺登公寓,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,141.8,实时单,高德H5,端内APP,正常单,2025/5/16 22:10:59,2025/5/16 23:05:59,中电科光电科技有限公司对面,悦谷新城家园,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,38.99,实时单,高德H5,端内APP,正常单,2025/5/16 22:13:26,2025/5/16 22:33:26,中国电科第十一研究所(东区),慧忠北里第二社区居民委员会,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,17.74,实时单,高德H5,端内APP,正常单,2025/5/16 22:13:49,2025/5/16 22:26:49,延安路东口路侧(公交站),杭州武林门湖墅南路亚朵酒店,杭州市
中国舰船研究院,中国船舶集团有限公司,83.52,实时单,高德API,商户,正常单,2025/5/16 22:13:56,2025/5/16 22:56:12,(昆明长水国际机场-T1航站楼-停车楼-H区01通道/02通道)T1航站楼T1航站楼-停车楼-H区01通道/02通道,(昆明滇池希尔顿花园酒店)昆明市西山区滇池路1363号,昆明市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,16.3,实时单,高德H5,端内APP,正常单,2025/5/16 22:14:56,2025/5/16 22:20:56,中国电科第十一研究所(东区),环博路2号院2号楼,北京市
中国船舶集团重庆船舶工业有限公司,中国船舶集团有限公司,10.42,实时单,高德API,商户,正常单,2025/5/16 22:19:01,2025/5/16 22:28:38,(淄柴工业园 附近)裕民路与尚功路交叉口西南360米,(高新福邸酒店(淄博北站银泰城店))淄博市张店区鲁泰大道9号银泰时代广场B座,淄博市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,44.53,预约单,高德API,商户,正常单,2025/5/17 8:30:00,2025/5/17 9:03:49,(丰鑫社区1期(西北门) 附近)丰鑫社区1期,(龙门高铁站(地铁站))2号线,洛阳市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,16.3,实时单,高德H5,端内APP,正常单,2025/5/16 22:22:34,2025/5/16 22:28:34,中国电科第十一研究所(东区),华北光电公寓,北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,94.15,实时单,高德H5,端内APP,正常单,2025/5/16 22:23:23,2025/5/16 23:00:23,中国电科第十一研究所南侧对面,万盛东地铁站D西南口,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,17.23,实时单,高德H5,端内APP,正常单,2025/5/16 22:30:23,2025/5/16 22:37:23,全季酒店(上海虹梅南路店),幻维片场,上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,149.82,实时单,高德H5,端内APP,正常单,2025/5/16 22:33:18,2025/5/16 23:31:18,T3-停车场-负二层西侧-H07通道,青秀城西区(东1门),北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,139.45,实时单,高德H5,端内APP,正常单,2025/5/16 22:34:55,2025/5/16 23:24:55,大兴机场-航站楼-1M夹层-P1停车楼01-10号上车点,南城香(金泰城·丽湾店),廊坊市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,41.95,实时单,高德API,商户,正常单,2025/5/16 22:47:37,2025/5/16 23:19:43,(洛阳龙门站(进站口))洛阳龙门站送站平台2层,(北航未来派(东门))S92洛卢高速出口与九都西路交叉口东180米,洛阳市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,83.01,实时单,高德H5,端内APP,正常单,2025/5/16 22:54:20,2025/5/16 23:38:20,中电科光电科技有限公司对面,龙旺庄3区16号楼,北京市
中国船舶集团重庆船舶工业有限公司,中国船舶集团有限公司,34.03,实时单,高德API,商户,正常单,2025/5/16 22:56:11,2025/5/16 23:23:43,(大连周水子国际机场-航站楼-地面停车场E区-网约车上车点)航站楼航站楼-地面停车场E区-网约车上车点,(中国大连高级经理学院)大连市甘井子区红凌路777号(红凌路与软件园路交汇处),大连市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,81.73,实时单,高德H5,端内APP,正常单,2025/5/16 23:01:21,2025/5/16 23:33:21,T2-P6停车库-2F长颈鹿层上客点,如家商旅酒店(金标-上海外滩四川北路宝山路地铁站店),上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,0,实时单,高德H5,端内APP,取消单,2025/5/16 23:09:48,2025/5/16 23:09:48,北京铭辉联盟超市,中国电科第十一研究所(东区),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,103,实时单,高德H5,端内APP,正常单,2025/5/16 23:10:35,2025/5/16 23:57:35,北京铭辉联盟超市,中国电科第十一研究所(东区),北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,18.21,实时单,高德H5,端内APP,正常单,2025/5/16 23:16:47,2025/5/16 23:27:47,爷爷不泡茶NOYEYENOTEA (长沙马栏山店),圣爵菲斯大酒店-大堂,长沙市
中国船舶集团有限公司第七一六研究所,中国船舶集团有限公司,87.31,实时单,高德API,商户,正常单,2025/5/16 23:24:03,2025/5/16 23:57:43,(武汉站东广场-P3停车场-网约车驿站)武汉站东广场武汉站东广场-P3停车场-网约车驿站,(全季酒店(武汉黄鹤楼首义路店))武汉市武昌区张之洞路211号(首义路地铁站E口步行100米),武汉市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,70.29,预约单,高德API,商户,正常单,2025/5/17 7:15:00,2025/5/17 7:43:53,(桔子西安高新区半导体产业园酒店 附近)丈八西路与西三环路南段交叉口西80米,西安北站-西安北站-东进站口,西安市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,30.85,实时单,高德H5,端内APP,正常单,2025/5/16 23:50:11,2025/5/17 0:02:11,深井陈记烧鹅茶冰厅(南昌路品牌店),丽怡酒店(上海火车站店),上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,44,实时单,高德H5,端内APP,正常单,2025/5/16 23:54:04,2025/5/17 0:12:04,酒仙桥北路甲10号院202号楼,北湖渠村578号院,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,14,实时单,高德H5,端内APP,正常单,2025/5/16 23:59:13,2025/5/17 0:13:13,慕尚乔氏桌球俱乐部,沈阳站中山广场亚朵酒店,沈阳市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,21.96,实时单,高德H5,端内APP,正常单,2025/5/16 23:59:36,2025/5/17 0:06:36,T3-1F-网约车接机点(即停即走),环山国际,重庆市
中国舰船研究院,中国船舶集团有限公司,109.02,实时单,高德API,商户,正常单,2025/5/17 0:02:18,2025/5/17 0:41:29,(北京首都国际机场-3号航站楼-停车楼-负二层西侧-H07通道（网约车上车区）)3号航站楼3号航站楼-停车楼-负二层西侧-H07通道（网约车上车区）,(酒仙桥十二街坊小区)北京市朝阳区酒仙桥南路(东风北桥地铁站C2东南口步行400米),北京市
中国船舶集团青岛北海造船有限公司,中国船舶集团有限公司,37.76,实时单,高德API,商户,正常单,2025/5/17 0:19:12,2025/5/17 0:41:19,(大连周水子国际机场-航站楼-地面停车场E区-网约车上车点)地面停车场E区-网约车上车点,(天琴山停车场)大连市西岗区长春路与石春街交叉口东南80米,大连市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,18.58,实时单,高德H5,端内APP,正常单,2025/5/17 0:30:03,2025/5/17 0:39:03,蜜雪冰城(体育公园店),两江万励OneJasper·空中江景酒店,重庆市
中国舰船研究院,中国船舶集团有限公司,141,实时单,高德API,商户,正常单,2025/5/17 0:50:38,2025/5/17 1:33:35,(北京首都国际机场-3号航站楼-停车楼-负二层西侧-H07通道（网约车上车区）)3号航站楼3号航站楼-停车楼-负二层西侧-H07通道（网约车上车区）,(美和园西区)北京市海淀区清河小营西路,北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,0,实时单,高德H5,端内APP,取消单,2025/5/17 0:58:35,2025/5/17 0:58:35,"T1-P1停车库B2层-扶梯处	",上海徐汇智选假日酒店,上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,19.99,实时单,高德H5,端内APP,正常单,2025/5/17 1:01:27,2025/5/17 1:06:27,4221工业园(2号门),全季酒店(上海虹梅南路店),上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,17.25,实时单,高德H5,端内APP,正常单,2025/5/17 3:18:23,2025/5/17 3:25:23,中国电科第十一研究所(东区),壹·亮马(东门),北京市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,35.06,实时单,高德H5,端内APP,正常单,2025/5/17 3:19:22,2025/5/17 3:36:22,中国电科第十一研究所(东区),芍药居5号院(北门),北京市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,18.58,实时单,高德H5,端内APP,正常单,2025/5/17 3:39:58,2025/5/17 3:43:58,4221工业园(2号门)东侧,全季酒店(上海虹梅南路店),上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,40,实时单,高德H5,端内APP,正常单,2025/5/17 5:42:48,2025/5/17 5:54:48,仙霞大郡(西北门),上海虹桥站,上海市
中国电子科技集团公司第十一研究所,中国电子科技集团有限公司,80.04,实时单,高德H5,端内APP,正常单,2025/5/17 5:44:20,2025/5/17 6:12:20,新明胡同甲1号(东门),北京首都国际机场3号航站楼(国内出发),北京市
洛阳船舶材料研究所（中国船舶集团有限公司第七二五研究所）,中国船舶集团有限公司,130.48,实时单,高德API,商户,正常单,2025/5/17 5:46:44,2025/5/17 6:32:11,(上南花城(东南1门) 附近)耀华路87弄7号上南花城(耀华路地铁站4号口步行400米),上海虹桥国际机场-T2航站楼-南出发,上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,62.42,预约单,高德H5,端内APP,正常单,2025/5/17 7:20:00,2025/5/17 7:53:00,阿强造型(青城北路)西侧,沈阳北站(北进站口),沈阳市
中国船舶集团重庆船舶工业有限公司,中国船舶集团有限公司,68.8,实时单,高德API,商户,正常单,2025/5/17 6:29:32,2025/5/17 7:10:13,(希岸·轻雅酒店(广州芳村花地湾地铁站店))广州市荔湾区荣兴路19号,广州白云国际机场-T2航站楼-国内出发,广州市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,151.83,实时单,高德H5,端内APP,取消单,2025/5/17 7:01:55,2025/5/17 7:01:55,旭辉城(西南门)西侧,上海虹桥国际机场2号航站楼,上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,100.66,实时单,高德H5,端内APP,正常单,2025/5/17 7:03:57,2025/5/17 7:47:57,旭辉城(西南门)西侧,上海虹桥国际机场2号航站楼,上海市
阿维塔科技（重庆）有限公司,中国兵器装备集团有限公司,51.97,实时单,高德H5,端内APP,正常单,2025/5/17 7:09:43,2025/5/17 7:33:43,华建天运府(南门),扬州东站(进站口),扬州市
